担当者,アーティスト,曲名（optional）,URL,Happy/Excited,Angry/Frustrated,Tired/Sad,Relax/Chill,ジャンル,id,name,artists,genre,popularity,duration_ms,tempo,key,mode,key_confidence,energy,danceability,valence,instrumentalness,acousticness,loudness,segments_count,segments_avg_duration,beats_count,beats_regularity
黒田,ディズニーソング,Friend Like Me,https://open.spotify.com/intl-ja/track/0PGCaKqdrvACffXyyHQocH?si=7c4b5218c9054888,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,パーティーソング,6VLGAKVX52BctqJAz8JOeI,"アンダー・ザ・シー - from ""リトル・マーメイド""",['上條恒彦'],,0.0,,99.38,5.0,0.0,0.49,0.36,0.41,0.49,0.75,0.94,0.15,47.0,0.6,47.0,0.84
黒田,ディズニーソング,アンダー・ザ・シー,https://open.spotify.com/intl-ja/track/6VLGAKVX52BctqJAz8JOeI?si=fc917e5a1ef84704,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,メッセージソング,0FBaIxdqsYgjUuiYOiNfGq,レット・イット・ゴー〜ありのままで〜 - 日本語歌,['Takako Matsu'],,0.0,,136.0,8.0,0.0,0.56,0.35,0.46,0.5,0.75,0.95,0.21,66.0,0.44,66.0,0.93
黒田,ディズニーソング,レットイットゴー,https://open.spotify.com/intl-ja/track/0FBaIxdqsYgjUuiYOiNfGq?si=77eeb93fde224d20,Tired/Sad,Angry/Frustrated,Tired/Sad,Tired/Sad,鬱ソング,2iXZA6Ecf9AZHw92tZBNLv,TSUNAMI,['サザンオールスターズ'],j-pop,66.0,315500.0,90.67,2.0,1.0,0.47,0.35,0.4,0.75,0.74,0.97,0.17,44.0,0.66,44.0,0.93
黒田,ディズニーソング,ミッキーマウスマーチ,https://open.spotify.com/intl-ja/track/0uuiqRhAFCQXonRVpPt0SJ?si=d252a1c2c33c425d,Happy/Excited,Happy/Excited,Tired/Sad,Relax/Chill,パーティーソング,3AVLsBieDGotYuo5RPEL64,真夏の果実,['サザンオールスターズ'],j-pop,66.0,279300.0,101.33,9.0,1.0,0.48,0.32,0.45,0.7,0.76,0.96,0.24,48.0,0.59,48.0,0.89
黒田,サザンオールスターズ,TSUNAMI,https://open.spotify.com/intl-ja/track/2iXZA6Ecf9AZHw92tZBNLv?si=887943cf0651442e,Tired/Sad,Tired/Sad,Tired/Sad,Tired/Sad,失恋ソング,7LiUm2lhAw55f51sYATpyZ,涙のキッス,['サザンオールスターズ'],j-pop,62.0,285426.0,105.47,0.0,1.0,0.59,0.33,0.46,0.77,0.75,0.96,0.26,52.0,0.57,52.0,0.93
黒田,サザンオールスターズ,真夏の果実,https://open.spotify.com/intl-ja/track/3AVLsBieDGotYuo5RPEL64?si=ee6d3a103d2e40d0,Tired/Sad,Tired/Sad,Tired/Sad,Relax/Chill,失恋ソング,4FZqUouWoxyfTg2rMsx4nX,勝手にシンドバッド,['サザンオールスターズ'],j-pop,59.0,238640.0,136.0,4.0,1.0,0.63,0.34,0.48,0.8,0.75,0.96,0.23,65.0,0.44,65.0,0.92
黒田,サザンオールスターズ,涙のキッス,https://open.spotify.com/intl-ja/track/7LiUm2lhAw55f51sYATpyZ?si=72f5b2df86544314,Relax/Chill,Tired/Sad,Tired/Sad,Relax/Chill,失恋ソング,0donbyfoyQuz1Y5N9dhkxr,いとしのエリー,['サザンオールスターズ'],pop,58.0,264886.0,143.55,2.0,1.0,0.48,0.32,0.55,0.8,0.77,0.96,0.26,35.0,0.42,35.0,0.93
黒田,サザンオールスターズ,勝手にシンドバッド,https://open.spotify.com/intl-ja/track/4FZqUouWoxyfTg2rMsx4nX?si=2155558ef6f3466a,Happy/Excited,Angry/Frustrated,Happy/Excited,Relax/Chill,失恋ソング,0xciPMDQtopXImYouTzKMp,波乗りジョニー,['Keisuke Kuwata'],j-pop,51.0,267966.0,139.67,6.0,1.0,0.54,0.36,0.47,0.8,0.75,0.95,0.19,67.0,0.43,67.0,0.93
黒田,サザンオールスターズ,いとしのエリー,https://open.spotify.com/intl-ja/track/0donbyfoyQuz1Y5N9dhkxr?si=95ea5809ae494138,Relax/Chill,Tired/Sad,Tired/Sad,Relax/Chill,恋愛ソング,5hFHG3UfvrOfhcV8anlU8g,白い恋人達,['Keisuke Kuwata'],pop,55.0,280700.0,152.0,6.0,1.0,0.54,0.34,0.5,0.78,0.75,0.96,0.21,73.0,0.39,73.0,0.94
黒田,サザンオールスターズ,波乗りジョニー,https://open.spotify.com/intl-ja/track/0xciPMDQtopXImYouTzKMp?si=bd235a3926594c64,Relax/Chill,Happy/Excited,Tired/Sad,Relax/Chill,失恋ソング,3hRRYgBeunE3PTmnzATTS0,天体観測,['BUMP OF CHICKEN'],rock,64.0,263600.0,161.5,1.0,0.0,0.6,0.36,0.45,0.5,0.74,0.96,0.18,77.0,0.37,77.0,0.92
黒田,サザンオールスターズ,白い恋人達,https://open.spotify.com/intl-ja/track/5hFHG3UfvrOfhcV8anlU8g?si=1ba81ff7aca545df,Tired/Sad,Tired/Sad,Tired/Sad,Relax/Chill,メッセージソング,3GLSPr5dyhrNBvDPpdoPDK,SOUVENIR,['BUMP OF CHICKEN'],rock,58.0,265332.0,156.61,4.0,1.0,0.67,0.34,0.44,0.81,0.76,0.94,0.3,74.0,0.38,74.0,0.96
黒田,BUMP OF CHICKEN,天体観測,https://open.spotify.com/intl-ja/track/3hRRYgBeunE3PTmnzATTS0?si=67b8411cd43e4a75,Happy/Excited,Happy/Excited,Tired/Sad,Relax/Chill,恋愛ソング,3CWRnJ73vNHynHBY12LITE,記念撮影,['BUMP OF CHICKEN'],j-rock,34.0,282656.0,120.19,9.0,1.0,0.68,0.33,0.45,0.79,0.75,0.96,0.24,59.0,0.5,59.0,0.94
黒田,BUMP OF CHICKEN,SOUVENIR,https://open.spotify.com/intl-ja/track/3GLSPr5dyhrNBvDPpdoPDK?si=5f7653c810084aee,Happy/Excited,Happy/Excited,Relax/Chill,Happy/Excited,家族ソング,3Ht2iEekMrHRndj0sC5e2X,カルマ,['BUMP OF CHICKEN'],j-rock,54.0,209973.0,99.38,6.0,0.0,0.58,0.38,0.35,0.49,0.73,0.95,0.12,49.0,0.6,49.0,0.91
黒田,BUMP OF CHICKEN,記念撮影,https://open.spotify.com/intl-ja/track/3CWRnJ73vNHynHBY12LITE?si=f5c0e995d7574d3f,Relax/Chill,Tired/Sad,Tired/Sad,Relax/Chill,恋愛ソング,2IwBJv9KZb486qnRTUchWf,FLASH,['Perfume'],,54.0,,129.2,0.0,0.0,0.55,0.38,0.42,0.5,0.74,0.91,0.2,63.0,0.46,63.0,0.96
黒田,BUMP OF CHICKEN,カルマ,https://open.spotify.com/intl-ja/track/3Ht2iEekMrHRndj0sC5e2X?si=644d115009264ccd,Happy/Excited,Angry/Frustrated,Tired/Sad,Relax/Chill,友情ソング,2ZRvgRjGRDuvunmHabJ8du,チョコレイト･ディスコ,['Perfume'],,51.0,,129.2,3.0,0.0,0.66,0.4,0.5,0.51,0.76,0.91,0.16,63.0,0.46,63.0,0.95
黒田,Perfume,FLASH,https://open.spotify.com/intl-ja/track/2IwBJv9KZb486qnRTUchWf?si=0f53bec6254145ec,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,パーティーソング,4GeM1lg9SDZXyBlPBlE62L,TOKYO GIRL - Remastered,['Perfume'],,52.0,,129.2,11.0,1.0,0.55,0.33,0.5,0.8,0.75,0.94,0.31,62.0,0.46,62.0,0.97
黒田,Perfume,チョコレイト・ディスコ,https://open.spotify.com/intl-ja/track/2ZRvgRjGRDuvunmHabJ8du?si=ebe65c17b12347a6,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,パーティーソング,6zgkpKGJUEvAS6lxdimxeV,ナチュラルに恋して,['Perfume'],,43.0,,191.41,9.0,1.0,0.54,0.32,0.51,0.81,0.76,0.95,0.33,89.0,0.31,89.0,0.96
黒田,Perfume,TOKYO GIRL,https://open.spotify.com/intl-ja/track/4GeM1lg9SDZXyBlPBlE62L?si=536397dfa7f74f4b,Relax/Chill,Angry/Frustrated,Tired/Sad,Happy/Excited,メッセージソング,3mqySweT4nISLmcHXFPUsI,レーザービーム,['Perfume'],j-idol,46.0,211746.0,136.0,7.0,1.0,0.66,0.35,0.52,0.81,0.75,0.92,0.29,64.0,0.44,64.0,0.98
黒田,Perfume,ナチュラルに恋して,https://open.spotify.com/intl-ja/track/6zgkpKGJUEvAS6lxdimxeV?si=ea6798750fd3422b,Happy/Excited,Angry/Frustrated,Relax/Chill,Relax/Chill,恋愛ソング,1cYA3YfOwvpaw7Tj87GpHT,Magic of Love,['Perfume'],pop,51.0,221760.0,129.2,1.0,1.0,0.62,0.37,0.46,0.8,0.74,0.92,0.24,63.0,0.46,63.0,0.96
黒田,Perfume,レーザービーム,https://open.spotify.com/intl-ja/track/3mqySweT4nISLmcHXFPUsI?si=03abc23a64574073,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Relax/Chill,恋愛ソング,0ct6r3EGTcMLPtrXHDvVjc,The Nights,['Avicii'],edm,87.0,176658.0,126.05,6.0,0.0,0.6,0.33,0.44,0.49,0.75,0.96,0.26,62.0,0.48,62.0,0.91
黒田,Perfume,Magic of LOVE,https://open.spotify.com/intl-ja/track/1cYA3YfOwvpaw7Tj87GpHT?si=4a0ad9bc809c4926,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Relax/Chill,恋愛ソング,5KY4cDf83wJ03EUCJ3rkaf,Waiting For Love,['Avicii'],,61.0,,129.2,6.0,0.0,0.47,0.31,0.49,0.5,0.77,0.95,0.31,58.0,0.46,58.0,0.96
黒田,avicii,The Nights,https://open.spotify.com/intl-ja/track/0ct6r3EGTcMLPtrXHDvVjc?si=1ea36a917cf94ca4,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,家族ソング,7a7EIFzJLd7lcDRgThMQgm,Wherever you are,['ONE OK ROCK'],,69.0,,172.27,8.0,0.0,0.5,0.36,0.62,0.51,0.74,0.95,0.18,41.0,0.35,41.0,0.94
黒田,avicii,Waiting For Love,https://open.spotify.com/intl-ja/track/5KY4cDf83wJ03EUCJ3rkaf?si=ef31361218b64a34,Happy/Excited,Angry/Frustrated,Tired/Sad,Relax/Chill,恋愛ソング,6D6Pybzey0shI8U9ttRAPx,欲望に満ちた青年団,['ONE OK ROCK'],,68.0,,178.21,3.0,1.0,0.58,0.36,0.54,0.81,0.75,0.93,0.22,81.0,0.34,81.0,0.95
黒田,ONE OK ROCK,Wherever you are,https://open.spotify.com/intl-ja/track/7a7EIFzJLd7lcDRgThMQgm?si=095dedd8e39d429c,Relax/Chill,Tired/Sad,Tired/Sad,Relax/Chill,恋愛ソング,1J6MFj60gFCvYqOtjoYkM0,The Beginning,['ONE OK ROCK'],,63.0,,90.67,9.0,1.0,0.61,0.37,0.38,0.78,0.72,0.96,0.17,44.0,0.66,44.0,0.93
黒田,ONE OK ROCK,欲望に満ちた青年団,https://open.spotify.com/intl-ja/track/6D6Pybzey0shI8U9ttRAPx?si=68f1f0d3bd234d5d,Relax/Chill,Angry/Frustrated,Relax/Chill,Relax/Chill,メッセージソング,2gSQoIbvF2hDfIayhF7QLa,Wasted Nights,['ONE OK ROCK'],,64.0,,126.05,5.0,0.0,0.59,0.35,0.45,0.5,0.74,0.93,0.26,51.0,0.48,51.0,0.96
黒田,ONE OK ROCK,The Beginning,https://open.spotify.com/intl-ja/track/1J6MFj60gFCvYqOtjoYkM0?si=485879106fc04553,Angry/Frustrated,Angry/Frustrated,Angry/Frustrated,Angry/Frustrated,メッセージソング,30hzxa3MaRd2XXB6kXGlPh,完全感覚Dreamer,['ONE OK ROCK'],,64.0,,95.7,1.0,0.0,0.66,0.38,0.35,0.49,0.73,0.95,0.14,48.0,0.63,48.0,0.86
黒田,ONE OK ROCK,Wasted Nights,https://open.spotify.com/intl-ja/track/2gSQoIbvF2hDfIayhF7QLa?si=d79089fbf11e4844,Happy/Excited,Angry/Frustrated,Relax/Chill,Happy/Excited,メッセージソング,0a5rZP8sYdlvBRVmcNovyC,キミシダイ列車,['ONE OK ROCK'],,62.0,,84.72,3.0,0.0,0.66,0.36,0.38,0.48,0.73,0.96,0.16,40.0,0.71,40.0,0.91
黒田,ONE OK ROCK,完全感覚dreamer,https://open.spotify.com/intl-ja/track/30hzxa3MaRd2XXB6kXGlPh?si=4267082b1dc64aa5,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,応援ソング,3DgBxV8oklNgwhnkfQNIdi,努努-ゆめゆめ-,['ONE OK ROCK'],,57.0,,126.05,3.0,0.0,0.6,0.38,0.46,0.5,0.73,0.94,0.13,63.0,0.48,63.0,0.9
黒田,ONE OK ROCK,キミシダイ列車,https://open.spotify.com/intl-ja/track/0a5rZP8sYdlvBRVmcNovyC?si=ae5e459e5d544961,Happy/Excited,Angry/Frustrated,Relax/Chill,Relax/Chill,応援ソング,6SkHCwuXmDgOUW4kANhvk6,じぶんROCK,['ONE OK ROCK'],,56.0,,166.71,10.0,1.0,0.55,0.39,0.44,0.81,0.74,0.94,0.15,82.0,0.36,82.0,0.96
黒田,ONE OK ROCK,努努,https://open.spotify.com/intl-ja/track/3DgBxV8oklNgwhnkfQNIdi?si=6f2b2f13143d479c,Happy/Excited,Angry/Frustrated,Relax/Chill,Happy/Excited,応援ソング,5dcY3tnR5Id4R9hvM3Fpvp,未完成交響曲,['ONE OK ROCK'],,56.0,,97.51,5.0,1.0,0.61,0.39,0.4,0.79,0.73,0.93,0.16,47.0,0.62,47.0,0.9
黒田,ONE OK ROCK,自分ROCK,https://open.spotify.com/intl-ja/track/6SkHCwuXmDgOUW4kANhvk6?si=5db53e9e8c0c4728,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,応援ソング,44LBQojtOWIv0mgiaOlp0u,ウワサのあの子,['紫 今'],,64.0,,105.47,10.0,0.0,0.52,0.31,0.53,0.49,0.77,0.95,0.3,20.0,0.57,20.0,0.86
黒田,ONE OK ROCK,未完成交響曲,https://open.spotify.com/intl-ja/track/5dcY3tnR5Id4R9hvM3Fpvp?si=729ac294506a4d9b,Happy/Excited,Angry/Frustrated,Tired/Sad,Relax/Chill,応援ソング,5HxH3gGdJx18CUuCFg61Lg,魔性の女A,['紫 今'],,56.0,,120.19,2.0,1.0,0.5,0.34,0.45,0.79,0.76,0.95,0.27,56.0,0.5,56.0,0.92
黒田,紫今,ウワサのあの子,https://open.spotify.com/intl-ja/track/44LBQojtOWIv0mgiaOlp0u?si=29a6cd31ceb54584,Happy/Excited,Angry/Frustrated,Tired/Sad,Relax/Chill,恋愛ソング,0yiDwxnb6D0Vh5yyciuStd,わたしの一番かわいいところ,['FRUITS ZIPPER'],,70.0,,129.2,9.0,1.0,0.6,0.35,0.57,0.8,0.75,0.94,0.22,33.0,0.46,33.0,0.92
黒田,紫今,魔性の女A,https://open.spotify.com/intl-ja/track/5HxH3gGdJx18CUuCFg61Lg?si=62c2259ac46f4173,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,恋愛ソング,3D8ZVcI5Y2muA58nXs9d8M,かがみ,['FRUITS ZIPPER'],,67.0,,129.2,9.0,1.0,0.6,0.37,0.51,0.8,0.72,0.94,0.12,33.0,0.46,33.0,0.89
黒田,FRUITS ZIPPER,私の一番かわいいところ,https://open.spotify.com/intl-ja/track/0yiDwxnb6D0Vh5yyciuStd?si=96a460f7bbbc4610,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,パーティーソング,5cyv0C8sidO5KhQiK7ErQ8,NEW KAWAII,['FRUITS ZIPPER'],,67.0,,89.1,11.0,1.0,0.56,0.38,0.41,0.79,0.73,0.94,0.13,42.0,0.67,42.0,0.91
黒田,FRUITS ZIPPER,かがみ,https://open.spotify.com/intl-ja/track/3D8ZVcI5Y2muA58nXs9d8M?si=3f13b5070a344bdc,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,パーティーソング,1tF3MKAyl82s8bKCSaz7IJ,No.4,['Chevon'],,47.0,,129.2,2.0,1.0,0.5,0.37,0.62,0.8,0.74,0.93,0.2,20.0,0.46,20.0,0.89
黒田,FRUITS ZIPPER,NEW KAWAII,https://open.spotify.com/intl-ja/track/5cyv0C8sidO5KhQiK7ErQ8?si=aeac8e09650441e2,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,パーティーソング,1hvS06xMYSQrHpJBt0TopJ,マイペース,['Chevon'],,40.0,,99.38,8.0,0.0,0.52,0.36,0.43,0.49,0.75,0.94,0.22,46.0,0.6,46.0,0.92
渡邊,Chevon,No.4,https://open.spotify.com/intl-ja/track/1tF3MKAyl82s8bKCSaz7IJ?si=62bdbdf05d5c44b6,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,恋愛ソング,1LxDnRK7p9eXuag3TB3GNF,銃電中,['Chevon'],,48.0,,147.66,2.0,0.0,0.65,0.38,0.5,0.51,0.74,0.93,0.16,63.0,0.41,63.0,0.92
渡邊,Chevon,マイペース,https://open.spotify.com/intl-ja/track/1hvS06xMYSQrHpJBt0TopJ?si=1041ceaf242c436f,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,応援ソング,0zx6dIuJ03NrViWWro8DEX,サクラループ,['Chevon'],j-rock,45.0,,156.61,7.0,1.0,0.67,0.35,0.43,0.8,0.75,0.95,0.21,77.0,0.38,77.0,0.96
渡邊,Chevon,銃電中,https://open.spotify.com/intl-ja/track/1LxDnRK7p9eXuag3TB3GNF?si=1c06b045951d40c2,Happy/Excited,Angry/Frustrated,Happy/Excited,Happy/Excited,応援ソング,4J9Ls3znYHPjUgp1oTrQgg,大行侵,['Chevon'],,35.0,,97.51,7.0,1.0,0.56,0.35,0.39,0.78,0.74,0.96,0.21,46.0,0.62,46.0,0.92
渡邊,Chevon,サクラループ,https://open.spotify.com/intl-ja/track/0zx6dIuJ03NrViWWro8DEX?si=607ed1fc7ccd457a,Happy/Excited,Relax/Chill,Relax/Chill,Happy/Excited,恋愛ソング,7EvQhxwe2M5U5pE287U43u,ハルキゲニア,['Chevon'],j-rock,45.0,255218.0,147.66,9.0,1.0,0.56,0.32,0.49,0.75,0.75,0.98,0.25,72.0,0.41,72.0,0.93
渡邊,Chevon,大行侵,https://open.spotify.com/intl-ja/track/4J9Ls3znYHPjUgp1oTrQgg?si=c2b71e2551964c3a,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,メッセージソング,3MdgP6R5e73Dc9ocWuqF9v,セメテモノダンス,['Chevon'],,41.0,,143.55,4.0,1.0,0.6,0.35,0.48,0.8,0.73,0.95,0.22,68.0,0.42,68.0,0.95
渡邊,Chevon,ハルキゲニア,https://open.spotify.com/intl-ja/track/7EvQhxwe2M5U5pE287U43u?si=418c763da1a84083,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,恋愛ソング,3MuPlYnGnFXvQEeBvMy365,ダンス・デカダンス,['Chevon'],,44.0,,152.0,8.0,0.0,0.53,0.37,0.44,0.51,0.74,0.94,0.19,71.0,0.39,71.0,0.94
渡邊,Chevon,セメテモノダンス,https://open.spotify.com/intl-ja/track/3MdgP6R5e73Dc9ocWuqF9v?si=335c67f4a20f43e9,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,鬱ソング,4gTa2HNlJEfGr9q1s2PsFD,DUA･RHYTHM,['Chevon'],,50.0,,95.7,9.0,1.0,0.48,0.35,0.48,0.79,0.76,0.93,0.26,1.0,0.63,1.0,0.0
渡邊,Chevon,ダンス・デカダンス,https://open.spotify.com/intl-ja/track/3MuPlYnGnFXvQEeBvMy365?si=f1b680a6935549cf,Happy/Excited,Relax/Chill,Happy/Excited,Happy/Excited,パーティーソング,6WCO09wLMp8X52m2sOj5yk,さよならになりました,['Chevon'],,52.0,,129.2,7.0,1.0,0.52,0.37,0.47,0.8,0.73,0.95,0.2,63.0,0.46,63.0,0.94
渡邊,Chevon,DUA•RHYTHM,https://open.spotify.com/intl-ja/track/4gTa2HNlJEfGr9q1s2PsFD?si=00e2f2238f7c4c8b,Happy/Excited,Angry/Frustrated,Tired/Sad,Happy/Excited,メッセージソング,1QpR1IDn31SEXHFPF7NYkR,不革命前夜,['NEE'],,51.0,,143.55,9.0,0.0,0.72,0.37,0.51,0.5,0.73,0.94,0.2,67.0,0.42,67.0,0.93
渡邊,Chevon,さよならになりました,https://open.spotify.com/intl-ja/track/6WCO09wLMp8X52m2sOj5yk?si=77b9a53aa312471f,Happy/Excited,Relax/Chill,Relax/Chill,Happy/Excited,恋愛ソング,0fGXB6ySJaXCbffo7FLVKK,本日の正体,['NEE'],,43.0,,87.59,3.0,0.0,0.62,0.38,0.38,0.48,0.73,0.94,0.16,41.0,0.68,41.0,0.9
渡邊,NEE,不革命前夜,https://open.spotify.com/intl-ja/track/1QpR1IDn31SEXHFPF7NYkR?si=47c344a983624960,Happy/Excited,Angry/Frustrated,Happy/Excited,Happy/Excited,メッセージソング,0slU2lr3JzrbZAe1Fxf2bm,月曜日の歌,['NEE'],,41.0,,99.38,8.0,0.0,0.6,0.4,0.39,0.49,0.74,0.93,0.13,48.0,0.6,48.0,0.9
渡邊,NEE,本日の正体,https://open.spotify.com/intl-ja/track/0fGXB6ySJaXCbffo7FLVKK?si=61a0ead0658b4b89,Happy/Excited,Happy/Excited,Tired/Sad,Happy/Excited,鬱ソング,3e6CfmH8ApCicWzYBlGD41,一揆,['NEE'],,37.0,,95.7,9.0,1.0,0.59,0.37,0.45,0.79,0.76,0.95,0.19,32.0,0.63,32.0,0.87
渡邊,NEE,月曜日の歌,https://open.spotify.com/intl-ja/track/0slU2lr3JzrbZAe1Fxf2bm?si=b53f68cb3a2d428d,Happy/Excited,Relax/Chill,Relax/Chill,Happy/Excited,鬱ソング,4ds7UtHjZaDOqrNfDvEAFu,生命謳歌,['NEE'],,42.0,,126.05,11.0,1.0,0.62,0.36,0.46,0.8,0.73,0.96,0.18,61.0,0.48,61.0,0.95
渡邊,NEE,一揆,https://open.spotify.com/intl-ja/track/3e6CfmH8ApCicWzYBlGD41?si=e1e856c91e9a41bc,Happy/Excited,Angry/Frustrated,Tired/Sad,Happy/Excited,メッセージソング,6530tVpAwEUCoc9y5B34xR,ばっどくらい,['NEE'],,38.0,,107.67,8.0,1.0,0.53,0.36,0.47,0.79,0.75,0.96,0.18,33.0,0.56,33.0,0.9
渡邊,NEE,生命謳歌,https://open.spotify.com/intl-ja/track/4ds7UtHjZaDOqrNfDvEAFu?si=fafc56dff61a40f6,Happy/Excited,Angry/Frustrated,Relax/Chill,Happy/Excited,メッセージソング,6igRMpvxshpgzMwppQnOe3,バケモノの話,['NEE'],,32.0,,99.38,4.0,1.0,0.58,0.34,0.38,0.78,0.74,0.96,0.2,47.0,0.6,47.0,0.84
渡邊,NEE,ばっどくらい,https://open.spotify.com/intl-ja/track/6530tVpAwEUCoc9y5B34xR?si=7e9d2501279b4531,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,メッセージソング,0lsVVgll039n4J61mR90e1,歩く花,['NEE'],,27.0,,105.47,10.0,0.0,0.63,0.35,0.53,0.49,0.76,0.95,0.19,7.0,0.57,7.0,0.8
渡邊,NEE,バケモノの話,https://open.spotify.com/intl-ja/track/6igRMpvxshpgzMwppQnOe3?si=9caa3c7c11754bf9,Happy/Excited,Tired/Sad,Tired/Sad,Happy/Excited,鬱ソング,7xrdwV3mAQv4w1kIYg9EnF,ボキは最強,['NEE'],,27.0,,129.2,10.0,1.0,0.61,0.4,0.41,0.8,0.73,0.93,0.09,64.0,0.46,64.0,0.93
渡邊,NEE,歩く花,https://open.spotify.com/intl-ja/track/0lsVVgll039n4J61mR90e1?si=ad3340da495f4d8a,Relax/Chill,Angry/Frustrated,Tired/Sad,Happy/Excited,その他,1Ll7LSpXk6xVPaIKjSV73f,アウトバーン,['NEE'],,46.0,,126.05,3.0,1.0,0.66,0.36,0.43,0.8,0.75,0.94,0.19,60.0,0.48,60.0,0.95
渡邊,NEE,ボキは最強,https://open.spotify.com/intl-ja/track/7xrdwV3mAQv4w1kIYg9EnF?si=712860118472412e,Happy/Excited,Angry/Frustrated,Tired/Sad,Happy/Excited,その他,0aaZG5azeJei81A2WptwC8,拝啓、少年よ,['Hump Back'],,65.0,,87.59,4.0,1.0,0.49,0.36,0.45,0.78,0.74,0.95,0.2,32.0,0.68,32.0,0.89
渡邊,NEE,アウトバーン,https://open.spotify.com/intl-ja/track/1Ll7LSpXk6xVPaIKjSV73f?si=79267ac14dec4060,Happy/Excited,Angry/Frustrated,Tired/Sad,Relax/Chill,その他,0z3xsyhI24diExSlIbWm4W,恋をしよう,['Hump Back'],,59.0,,87.59,11.0,1.0,0.49,0.34,0.44,0.78,0.75,0.96,0.23,32.0,0.68,32.0,0.9
渡邊,Hump Back,拝啓、少年よ,https://open.spotify.com/intl-ja/track/0aaZG5azeJei81A2WptwC8?si=3b9af77de8104462,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,メッセージソング,0JxZPrQs0VrTwjFfXIbhED,LILLY,['Hump Back'],,51.0,,92.29,0.0,1.0,0.49,0.34,0.48,0.78,0.75,0.96,0.21,32.0,0.65,32.0,0.93
渡邊,Hump Back,恋をしよう,https://open.spotify.com/intl-ja/track/0z3xsyhI24diExSlIbWm4W?si=b07e876671444d12,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,恋愛ソング,1r8Tfhx4rDerncDQyuQBEQ,番狂わせ,['Hump Back'],,51.0,,87.59,9.0,1.0,0.59,0.35,0.41,0.78,0.75,0.96,0.21,32.0,0.68,32.0,0.93
渡邊,Hump Back,LILLY,https://open.spotify.com/intl-ja/track/0JxZPrQs0VrTwjFfXIbhED?si=ead4d12e3e304c9b,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,失恋ソング,0TPxXzXdeWQA0r3njzOVPe,僕らは今日も車の中,['Hump Back'],,50.0,,112.35,2.0,1.0,0.63,0.33,0.54,0.77,0.74,0.97,0.21,33.0,0.53,33.0,0.87
渡邊,Hump Back,番狂せ,https://open.spotify.com/intl-ja/track/1r8Tfhx4rDerncDQyuQBEQ?si=83c1593db2174843,Happy/Excited,Angry/Frustrated,Relax/Chill,Happy/Excited,メッセージソング,2WvLZXuX5tOBrW0BLawPeE,星丘公園,['Hump Back'],,48.0,,90.67,9.0,1.0,0.56,0.33,0.48,0.78,0.75,0.96,0.24,30.0,0.66,30.0,0.89
渡邊,Hump Back,僕らは今日も車の中,https://open.spotify.com/intl-ja/track/0TPxXzXdeWQA0r3njzOVPe?si=17e1b92fb752499f,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,メッセージソング,1pGpFJTzqzW6econ5Y2Lkb,クジラ,['Hump Back'],,32.0,,92.29,0.0,1.0,0.63,0.36,0.47,0.79,0.74,0.95,0.18,33.0,0.65,33.0,0.9
渡邊,Hump Back,星丘公園,https://open.spotify.com/intl-ja/track/2WvLZXuX5tOBrW0BLawPeE?si=de4ef9bcff7147db,Relax/Chill,Tired/Sad,Tired/Sad,Relax/Chill,失恋ソング,018YNUDE3PLlfPe8eUy1od,生きて行く,['Hump Back'],,32.0,,97.51,4.0,0.0,0.48,0.36,0.45,0.49,0.74,0.95,0.18,30.0,0.62,30.0,0.91
渡邊,Hump Back,クジラ,https://open.spotify.com/intl-ja/track/1pGpFJTzqzW6econ5Y2Lkb?si=8937aa88b5574f2e,Happy/Excited,Relax/Chill,Tired/Sad,Happy/Excited,鬱ソング,7v6DqVMaljJDUXYavMY4kf,悲しみのそばに,['Hump Back'],,32.0,,117.45,4.0,1.0,0.52,0.36,0.53,0.79,0.74,0.94,0.17,22.0,0.51,22.0,0.95
