担当者,アーティスト,曲名（optional）,URL,Happy/Excited,Angry/Frustrated,Tired/Sad,Relax/Chill,ジャンル
Chen,New Hope Club,Permission,https://open.spotify.com/intl-ja/track/4lXOg3UiW9oli5gT8Lt0pi?si=b4bed59cdab34a7a,Happy/Excited,Happy/Excited,Relax/Chill,Happy/Excited,その他
Chen,New Hope Club,Just Don't Know It Yet,https://open.spotify.com/intl-ja/track/3gATMpdrZqQIws1Bks8n0O?si=b706a44db92b4bcc,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,恋愛ソング
Chen,"New Hope Club, Danna Paola",Know Me Too Well,https://open.spotify.com/intl-ja/track/2zI9NSx3dncJHCw0QClcx0?si=1a6631cc8efa4b13,Happy/Excited,Angry/Frustrated,Relax/Chill,Relax/Chill,恋愛ソング
Chen,Joseph Maurice Ravel,Pavane pour une infante défunte,https://open.spotify.com/intl-ja/track/3MRQn2RYo2VLYMoStnLRxu?si=e0651866c8d441ac,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,
Chen,Charles Camille Saint-Saëns,Danse macabre,https://open.spotify.com/intl-ja/track/4WJ7UMD4i6DOPzyXU5pZSz?si=55dd526e4e844583,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Angry/Frustrated,
Chen,Gustav Holst,Jupiter,https://open.spotify.com/intl-ja/track/59Id4KrBWiizuq53doxWtp?si=b90c79fa88de419c,Happy/Excited,Relax/Chill,Relax/Chill,Happy/Excited,
Chen,Georges Bizet,Carmen: Habanera (Instrumental),https://open.spotify.com/intl-ja/track/2pCLg7o60iAnNEbYDW9Lhy?si=753e8ad75c4041a9,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,
Chen,Georges Bizet,Carmen: Overture,https://open.spotify.com/intl-ja/track/5DlPv4GcCczDwftPjKLivt?si=651ecd1b5a6f461f,Happy/Excited,Angry/Frustrated,Happy/Excited,Happy/Excited,
Chen,Nicolas Rimsky Korsakov,"Capriccio Espagnol, Op. 34: 1. Alborada",https://open.spotify.com/intl-ja/track/1aIAsbo5Pp4XvT282WzHIN?si=86c4d950645e4222,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,
Chen,Nicolas Rimsky Korsakov,"Capriccio Espagnol, Op. 34: 1. Fandango asturiano",https://open.spotify.com/intl-ja/track/1L8d9VsCyXJq8U3uDgHX1B?si=c4dc1c238f354b96,Happy/Excited,Angry/Frustrated,Happy/Excited,Happy/Excited,
Chen,Felix Mendelssohn,Fingal's Cave,https://open.spotify.com/intl-ja/track/0SqGp5s2YGtAJu6lHMyCX8?si=7186b4e7e8e6424f,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,
Chen,Pietro Mascagni,Cavalleria Rusticana Intermezzo,https://open.spotify.com/intl-ja/track/0jCUsXFEzEhQco9mH0VTHf?si=b3ce42ff8f06482f,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,
Chen,Manuel de Falla,El sombrero de tres picos: Part 2. Final Dance,https://open.spotify.com/intl-ja/track/3zqD8UtOg6APFbsdOiQckA?si=eb7374fe5395434f,Happy/Excited,Angry/Frustrated,Happy/Excited,Happy/Excited,
Chen,Ottorino Respighi,Pini di Roma: I pini di Villa Borghese,https://open.spotify.com/intl-ja/track/1ybC9Don3O93TOfSY5oQQ8?si=25ca3d870a3747a6,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,
Chen,Arturo Márquez,Danzón No. 2,https://open.spotify.com/intl-ja/track/1XQJ8rbgkausevCZMvbRxt?si=35967f7e79564efc,Happy/Excited,Angry/Frustrated,Relax/Chill,Relax/Chill,
Chen,Alexander Porfiryevich Borodin,Prince Igor: Polovtsian Dances (Instrumental),https://open.spotify.com/intl-ja/track/0KYuh51G3LoPYp71JKgrrx?si=84fb9fccf9ea4525,Happy/Excited,Angry/Frustrated,Relax/Chill,Happy/Excited,
Chen,Felix Mendelssohn,"Violin Concerto, Op.64: I. Allegro molto appassionato",https://open.spotify.com/intl-ja/track/7ubJUCEYCCYgMwby0Myfq3?si=666e7e7f0bc74e27,Happy/Excited,Relax/Chill,Tired/Sad,Relax/Chill,
Chen,片岡寛晶,鳥之石楠船神～吹奏楽と打楽器群のための神話,https://open.spotify.com/intl-ja/track/1TbG9qqLfhKEQM1FSGK7Zt?si=f14047ca88d5452a,Happy/Excited,Happy/Excited,Relax/Chill,Happy/Excited,
Chen,莫西子诗,不要怕,https://open.spotify.com/intl-ja/track/2TWPM6rlvQRozPkg2YHbbA?si=7421101716814237,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,応援ソング
Chen,原聲童歌合唱團,拍手歌,https://open.spotify.com/intl-ja/track/25lEZ5PURnBYtKeco2OKOD?si=87b6b9099744485c,Happy/Excited,Relax/Chill,Relax/Chill,Happy/Excited,パーティーソング
Chen,Teresa Teng,望春風,https://open.spotify.com/intl-ja/track/0tgu2SBRkbusq8NRFQo9JH?si=53e3c1691230418e,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,失恋ソング
Chen,Teresa Teng,雨夜花,https://open.spotify.com/intl-ja/track/0dkxKoH8Cv4OJJQTHYF9z0?si=3f17050a6583455f,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,失恋ソング
Chen,Jody Chiang,家後,https://open.spotify.com/intl-ja/track/49escgLQOKMPWjjLWAFhxr?si=70fd4fd00d25420a,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,家族ソング
Chen,Tiger Hu,月光,https://open.spotify.com/intl-ja/track/6J6ogtNg7D25SPkWcSV6T7?si=400c3e17d6334d66,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,その他
Chen,糯米Nomi,调查中,https://open.spotify.com/intl-ja/track/05sD6G0xkuoy2PIKGgZwpL?si=b4d1465d67b14e44,Tired/Sad,Angry/Frustrated,Angry/Frustrated,Tired/Sad,メッセージソング
Chen,陈粒,易燃易爆炸,https://open.spotify.com/intl-ja/track/3OWTiOvc1numNmjqpKfq3V?si=7f7a5c05a24148b2,Angry/Frustrated,Angry/Frustrated,Tired/Sad,Tired/Sad,メッセージソング
Chen,Katie Sky,Monsters,https://open.spotify.com/intl-ja/track/05Kms0excTlHRel656GZ3U?si=36494bc3c6b94bf6,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,応援ソング
Chen,老王樂隊,我還年輕 我還年輕,https://open.spotify.com/intl-ja/track/6cGzTAwvGHsmk4CqIAXoJj?si=261832d1c0124e55,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,その他
Chen,LaLa Hsu,身騎白馬,https://open.spotify.com/intl-ja/track/5ocA068mvMpA2GFPYQo670?si=5f43ec316d44402e,Relax/Chill,Tired/Sad,Tired/Sad,Relax/Chill,恋愛ソング
Chen,Crowd Lu,魚仔,https://open.spotify.com/intl-ja/track/2sb6AZQLeoD3VgA4zglQB6?si=333292d56dd64486,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,家族ソング
Chen,A-Mei Chang,血腥愛情故事,https://open.spotify.com/intl-ja/track/5GpTqiVlGhtFiYGDtyUBv0?si=efbed34687ac4787,Angry/Frustrated,Angry/Frustrated,Angry/Frustrated,Angry/Frustrated,恋愛ソング
Chen,Jolin Tsai,玫瑰少年,https://open.spotify.com/intl-ja/track/2uHMTG5xr9Xk7MrXIWrVUH?si=d2d3605894a04c90,Relax/Chill,Angry/Frustrated,Angry/Frustrated,Relax/Chill,メッセージソング
Chen,Eric Chou,永不失聯的愛,https://open.spotify.com/intl-ja/track/46fURCnWErjFdNM2yBJ2c8?si=1bcfea021b614701,Relax/Chill,Tired/Sad,Tired/Sad,Tired/Sad,失恋ソング
Chen,Hua Chen Yu,好想爱这个世界啊,https://open.spotify.com/intl-ja/track/4ypoimFPt0SuieiBFWXCqH?si=a078a54ba16f48a4,Tired/Sad,Tired/Sad,Relax/Chill,Relax/Chill,鬱ソング
Chen,Steve Chou,冬天的秘密,https://open.spotify.com/intl-ja/track/2ALk5tEmnuBdjJognQLHzQ?si=40543a03c5144ab7,Relax/Chill,Angry/Frustrated,Tired/Sad,Tired/Sad,失恋ソング
忠地,BackNumber,高嶺の花子さん,https://open.spotify.com/intl-ja/track/2jdbZGFp8KVTuk0YxDNL4l?si=f1a00944a80b433d,Happy/Excited,Angry/Frustrated,Tired/Sad,Happy/Excited,恋愛ソング
忠地,BackNumber,水平線,https://open.spotify.com/intl-ja/track/3RvdkNMcSy71m0aT6UF9Uf?si=3053a769e12541d0,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,失恋ソング
忠地,BackNumber,花束,https://open.spotify.com/intl-ja/track/3QIAwtEEDOrv0g5NKCGrXZ?si=e062044222644f4d,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,恋愛ソング
忠地,BackNumber,ハッピーエンド,https://open.spotify.com/intl-ja/track/4GqO80eGXA542oTvlYv4LS?si=8c75ff842efb4f21,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,失恋ソング
忠地,BackNumber,クリスマスソング,https://open.spotify.com/intl-ja/track/5P8ZvBQoCrujjNcLAxO3Su?si=fefe47ac0f6545f8,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,恋愛ソング
忠地,BackNumber,瞬き,https://open.spotify.com/intl-ja/track/7hIfpcdUZcyCKHYy8gp49E?si=d07c82c8fb9c4c01,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,恋愛ソング
忠地,BackNumber,オールドファッション,https://open.spotify.com/intl-ja/track/0Xn30nT5EKFPsWvpiJ2Iav?si=627f8449cb7b4dbf,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,恋愛ソング
忠地,BackNumber,怪盗,https://open.spotify.com/intl-ja/track/10Eyo4juZQFthKqlJgGMdp?si=32128fa6038a4a24,Happy/Excited,Angry/Frustrated,Tired/Sad,Happy/Excited,恋愛ソング
忠地,BackNumber,HAPPY BIRTHDAY,https://open.spotify.com/intl-ja/track/4FMz2RFrbDGzJO7K4D0vS3?si=01528fb7ba6043d6,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,失恋ソング
忠地,BackNumber,わたがし,https://open.spotify.com/intl-ja/track/37rQZTnbIE9JRJYzX2wCiw?si=18a1db2d65c34736,Happy/Excited,Relax/Chill,Tired/Sad,Relax/Chill,恋愛ソング
忠地,欅坂,サイレントマジョリティー,https://open.spotify.com/intl-ja/track/6aZfTPxaGl5BayfBGqdmC2?si=a96d53ae7b4148f4,Angry/Frustrated,Angry/Frustrated,Happy/Excited,Happy/Excited,応援ソング
忠地,欅坂,不協和音,https://open.spotify.com/intl-ja/track/1CAIveeC0CUY0KbENoNU3X?si=8efca18e0d42493a,Angry/Frustrated,Angry/Frustrated,Happy/Excited,Happy/Excited,メッセージソング
忠地,欅坂,二人セゾン,https://open.spotify.com/intl-ja/track/4PU60inccBpdPS46QveEHc?si=fac09a2feada48b6,Happy/Excited,Angry/Frustrated,Happy/Excited,Happy/Excited,恋愛ソング
忠地,欅坂,ガラスを割れ！,https://open.spotify.com/intl-ja/track/39qb24UzQYpSohTY9gUz80?si=7d20a7fec32f4d06,Angry/Frustrated,Angry/Frustrated,Happy/Excited,Happy/Excited,メッセージソング
忠地,欅坂,風に吹かれても,https://open.spotify.com/intl-ja/track/2WTurc6P0qxHFfQliKKIpz?si=a61ccaedd8334d29,Happy/Excited,Relax/Chill,Happy/Excited,Relax/Chill,恋愛ソング
忠地,欅坂,アンビバレント,https://open.spotify.com/intl-ja/track/5WDKR3hzbHiXWgbMPyOcLk?si=6f7df5ed87444c5e,Happy/Excited,Angry/Frustrated,Happy/Excited,Happy/Excited,メッセージソング
忠地,欅坂,黒い羊,https://open.spotify.com/intl-ja/track/2k8cvzkBwoQd8vVxZ7uuRg?si=554a939047ca45da,Tired/Sad,Angry/Frustrated,Tired/Sad,Tired/Sad,鬱ソング
忠地,欅坂,避雷針,https://open.spotify.com/intl-ja/track/2k8cvzkBwoQd8vVxZ7uuRg?si=554a939047ca45da,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Tired/Sad,鬱ソング
忠地,欅坂,誰がその鐘を鳴らすのか,https://open.spotify.com/intl-ja/track/6MmOpSGiXnjjvpBFFCxnBM?si=81ebdf247c264edf,Happy/Excited,Angry/Frustrated,Happy/Excited,Happy/Excited,メッセージソング
忠地,欅坂,世界には愛しかない,https://open.spotify.com/intl-ja/track/4Arae8hvCXOLiofE0VcnFo?si=56f7a3d474c64db6,Happy/Excited,Relax/Chill,Happy/Excited,Happy/Excited,メッセージソング
忠地,UNISON SQUARE GARDEN,シュガーソングとビターステップ,https://open.spotify.com/intl-ja/track/6uR92injo4PDzSrOPRFfHt?si=ba470d53b8b14731,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,パーティーソング
忠地,UNISON SQUARE GARDEN,オリオンをなぞる,https://open.spotify.com/intl-ja/track/0opkjjC7nn6YO8NXzkDAPP?si=ddc5268c172e473d,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,パーティーソング
忠地,UNISON SQUARE GARDEN,カオスが極まる,https://open.spotify.com/intl-ja/track/0lPfqcI3A8gQ9971nXxgq6?si=408bef10952b43de,Happy/Excited,Angry/Frustrated,Happy/Excited,Happy/Excited,メッセージソング
忠地,UNISON SQUARE GARDEN,君の瞳に恋してない,https://open.spotify.com/intl-ja/track/5pOkBPwiJmEsaubkCyAsne?si=085357a4c6cb4390,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,恋愛ソング
忠地,UNISON SQUARE GARDEN,イト,https://open.spotify.com/intl-ja/track/3a5ROrkoS0v02BvZB7JHYr?si=3f50f3d7cdb740d8,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,応援ソング
忠地,UNISON SQUARE GARDEN,kaleido proud fiesta,https://open.spotify.com/intl-ja/track/3MPDbVQCpr5qwUsJpbQJQt?si=ba71243c3c0c4db3,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,恋愛ソング
忠地,ポルノグラフィティ,サウダージ,https://open.spotify.com/intl-ja/track/7lUaEsQVwvNEjaJNcvc1CN?si=99426a42c18a4b42,Happy/Excited,Tired/Sad,Tired/Sad,Happy/Excited,失恋ソング
忠地,ポルノグラフィティ,アゲハ蝶,https://open.spotify.com/intl-ja/track/3u924ZVORBYBPETTj6P12m?si=51deb570dbc74ce4,Happy/Excited,Happy/Excited,Tired/Sad,Happy/Excited,失恋ソング
忠地,ポルノグラフィティ,ミュージック・アワー,https://open.spotify.com/intl-ja/track/4sfyPVdB6KTRgpbi1UGVDx?si=6b012cab1a764412,Happy/Excited,Angry/Frustrated,Tired/Sad,Happy/Excited,恋愛ソング
忠地,ポルノグラフィティ,メリッサ,https://open.spotify.com/intl-ja/track/1c7alUM5wJn6O0rG3Gio7I?si=d0a452064d4c4ade,Happy/Excited,Tired/Sad,Tired/Sad,Happy/Excited,失恋ソング
忠地,ポルノグラフィティ,アポロ,https://open.spotify.com/intl-ja/track/6wow9d9i3AB2ltYCeBWFsY?si=305481d4c9174bc8,Happy/Excited,Angry/Frustrated,Tired/Sad,Happy/Excited,恋愛ソング
忠地,ポルノグラフィティ,オー！リバル,https://open.spotify.com/intl-ja/track/5SfJVMleHrH9tDxhXHrobX?si=1f8e8793857b42d2,Happy/Excited,Tired/Sad,Tired/Sad,Happy/Excited,失恋ソング
忠地,ポルノグラフィティ,THE DAY,https://open.spotify.com/intl-ja/track/3wWPWoE2b7enVy5SIqMqm9?si=4320218cd2334be4,Happy/Excited,Angry/Frustrated,Happy/Excited,Happy/Excited,応援ソング
忠地,ずっと真夜中でいいのに。,あいつら全員同窓会,https://open.spotify.com/intl-ja/track/2VIK6jaaKghS4QPHr6sAkv?si=5d03b72e84934fc8,Happy/Excited,Angry/Frustrated,Happy/Excited,Happy/Excited,メッセージソング
忠地,ずっと真夜中でいいのに。,正しくなれない,https://open.spotify.com/intl-ja/track/2Kpsws23Oqf0wFwPrzJnWA?si=b9ef5acec6ff46a3,Relax/Chill,Tired/Sad,Tired/Sad,Relax/Chill,恋愛ソング
忠地,ずっと真夜中でいいのに。,秒針を噛む,https://open.spotify.com/intl-ja/track/2DwHI6gIvTHXNGmqDWGriw?si=266c89f71e83405e,Happy/Excited,Tired/Sad,Tired/Sad,Happy/Excited,失恋ソング
忠地,ずっと真夜中でいいのに。,勘冴えて悔しいわ,https://open.spotify.com/intl-ja/track/7zbfS30vKiHU8oBs6Wi1Qp?si=1887e841effd40d3,Happy/Excited,Angry/Frustrated,Happy/Excited,Happy/Excited,恋愛ソング
忠地,ずっと真夜中でいいのに。,嘘じゃない,https://open.spotify.com/intl-ja/track/5tB3jH72pfXtVlwDxpiIlq?si=c1eb90f9c76c4a62,Relax/Chill,Tired/Sad,Tired/Sad,Relax/Chill,恋愛ソング
忠地,ずっと真夜中でいいのに。,TAIDADA,https://open.spotify.com/intl-ja/track/4cPwi7lcWxRQNEb4xC77fC?si=6bbbee68732d40ba,Happy/Excited,Tired/Sad,Tired/Sad,Happy/Excited,恋愛ソング
忠地,ずっと真夜中でいいのに。,残機,https://open.spotify.com/intl-ja/track/1XeOqgzh2fZhmgxnmyiIJ8?si=0142acdf35104f48,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,恋愛ソング
忠地,ずっと真夜中でいいのに。,お勉強しといてよ,https://open.spotify.com/intl-ja/track/3sgJTMHqDwxfsBIMqvkXKE?si=287ce433b69c4581,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,恋愛ソング
忠地,ずっと真夜中でいいのに。,シェードの埃は延長,https://open.spotify.com/intl-ja/track/3fPilEQed9XCVEMHqvXsmg?si=b1f1424b759b484d,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,失恋ソング
忠地,ずっと真夜中でいいのに。,綺羅キラー,https://open.spotify.com/intl-ja/track/2ZaTpgdhU8MKpiujnBGPoa?si=f7c78a5fb2d840cb,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,メッセージソング
忠地,ゆず,夏色,https://open.spotify.com/intl-ja/track/3nYe3TNoETmeXkseSdnUFz?si=14cb744b8c764d00,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,恋愛ソング
忠地,ゆず,栄光の架橋,https://open.spotify.com/intl-ja/track/6LtgrHfq3Q7O9PHcAZxkEH?si=5d44e44f2fdb4843,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,応援ソング
忠地,ゆず,友~旅立ちの時~,https://open.spotify.com/intl-ja/track/3eodTNerNCifLYVL5BHQrp?si=644d4e3fce0142b4,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,友情ソング
忠地,ゆず,OLA!!,https://open.spotify.com/intl-ja/track/37HdW1XttEp98ooGX1RY6X?si=10ccfdbf0b514424,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,友情ソング
忠地,ゆず,表裏一体,https://open.spotify.com/intl-ja/track/6aBOMQNskwFTl330WjOkrO?si=13c154bcf2f544e4,Happy/Excited,Relax/Chill,Happy/Excited,Relax/Chill,その他
忠地,ゆず,イロトリドリ,https://open.spotify.com/intl-ja/track/3XUCU0IGPrwG8otfoQdJ5y?si=49035cd26e4a44e8,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,応援ソング
忠地,ゆず,雨のち晴レルヤ,https://open.spotify.com/intl-ja/track/2wFPlYuYlCYxu2zcutQnuL?si=0b722a6585784741,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,失恋ソング
忠地,ゆず,REASON,https://open.spotify.com/intl-ja/track/5HkOHdVwSVKawkkypYnZaZ?si=2b20b58bd3dd4cdf,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,応援ソング
忠地,ゆず,虹,https://open.spotify.com/intl-ja/track/1auxo0MzUgjI6tre1PZYIw?si=5360c97bf0274370,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,応援ソング
忠地,ゆず,ヒカレ,https://open.spotify.com/intl-ja/track/1GKo11Rq4FtkZFMIl1olop?si=eba74bfdb20c474c,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,応援ソング
忠地,Ado,唱,https://open.spotify.com/intl-ja/track/2tlOVDJ3lQsUxz22vPJ4c4?si=910cd4f41ed34e17,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,パーティーソング
忠地,Ado,私は最強,https://open.spotify.com/intl-ja/track/5YQNjKZofFhlBCIzTVY6rW?si=dc752e6843a44b0a,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,応援ソング
忠地,Ado,ギラギラ,https://open.spotify.com/intl-ja/track/7D7GCO3CtDT1WDcj2W5VDV?si=d2aa4fa6a1dc48db,Tired/Sad,Angry/Frustrated,Tired/Sad,Tired/Sad,鬱ソング
忠地,Ado,踊,https://open.spotify.com/intl-ja/track/7z6qHGEKxRtwtYym2epV7l?si=92cf2b4bcee74276,Happy/Excited,Angry/Frustrated,Happy/Excited,Happy/Excited,メッセージソング
忠地,Ado,うっせぇわ,https://open.spotify.com/intl-ja/track/6EzZn96uOc9JsVGNRpx06n?si=d6cfe1bb423c41d6,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,メッセージソング
忠地,Ado,阿修羅ちゃん,https://open.spotify.com/intl-ja/track/4lEk6fyJu7LLPenqL0Raj5?si=6751418839c84577,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,パーティーソング
忠地,Ado,新時代,https://open.spotify.com/intl-ja/track/2l2yRJWgMiJkfPbRNiuC25?si=d72e73c0a6e541a9,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,パーティーソング
忠地,Ado,レディメイド,https://open.spotify.com/intl-ja/track/6IP3GvRj6Rc65rly1rIHq5?si=1e6fc51b549f4e0b,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,鬱ソング
忠地,Ado,夜のピエロ,https://open.spotify.com/intl-ja/track/59bPgyrdKgjWkcjxcYoaox?si=6a076e791bd44e30,Relax/Chill,Angry/Frustrated,Tired/Sad,Relax/Chill,鬱ソング
忠地,Ado,向日葵,https://open.spotify.com/intl-ja/track/66fhCwKaIpI625T3TCpmBR?si=811ec17d5d2947f7,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,恋愛ソング
忠地,緑黄色社会,Mela!,https://open.spotify.com/intl-ja/track/6IO5nn84TKArsi3cjpIqaD?si=221274f2dfe84d2d,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,応援ソング
忠地,緑黄色社会,花になって - Be a flower,https://open.spotify.com/intl-ja/track/2EmkTBTh964LQen4Vz0svg?si=f6d9304c1ac14c16,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,恋愛ソング
忠地,緑黄色社会,恥ずかしいか青春は,https://open.spotify.com/intl-ja/track/22eQvkARz49TB9Unclo2b0?si=c6c1590980b94b56,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,応援ソング
忠地,緑黄色社会,サマータイムシンデレラ,https://open.spotify.com/intl-ja/track/6SwATVDZUy3jha72jDyxe2?si=abbde6a48f254d72,Happy/Excited,Relax/Chill,Tired/Sad,Relax/Chill,恋愛ソング
忠地,緑黄色社会,Shout Baby,https://open.spotify.com/intl-ja/track/5K1m4aaPCxwnm9SKlWW1vh?si=28f265f79f754dd1,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,恋愛ソング
忠地,緑黄色社会,キャラクター,https://open.spotify.com/intl-ja/track/1WkMPKhw6w2PAaZyKpITNi?si=f8091ae9a5734bd6,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,恋愛ソング
忠地,緑黄色社会,僕らはいきものだから,https://open.spotify.com/intl-ja/track/6MBQNIHgRaxIuStAZqSeqO?si=962bfb46034e4427,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,友情ソング
忠地,緑黄色社会,PLAYER 1,https://open.spotify.com/intl-ja/track/6pEUfda5EvMmTcCjdoh6Bm?si=e463e410d3344fba,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,応援ソング
忠地,緑黄色社会,始まりの歌,https://open.spotify.com/intl-ja/track/7BNGOFJTHU5z7pfJjdi1Ko?si=6a9721ce147548a6,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,応援ソング
忠地,CHEHON,韻波句徒,https://open.spotify.com/intl-ja/track/4GTYvd1maBkwZ6Tjzb7D75?si=f4f04bbff314416e,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,メッセージソング
忠地,CHEHON,みどり,https://open.spotify.com/intl-ja/track/4kmFJsCcbLfbKBzohqu0Pt?si=d18781fe16e64951,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,その他
忠地,葉加瀬太郎,情熱大陸,https://open.spotify.com/intl-ja/track/5RBp3FpGTZncUX0zHD5LM2?si=469b47f9ef9c48aa,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,パーティーソング
忠地,葉加瀬太郎,Another Sky,https://open.spotify.com/intl-ja/track/0kOXxc1wnFctxutEjwHwmY?si=161edece702c461c,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,その他
忠地,葉加瀬太郎,ひまわり,https://open.spotify.com/intl-ja/track/4KyfG3nPigWRhjIT1ZRrQV?si=cc7d50c6391c4643,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,その他
忠地,ラ・ラ・ランドキャスト,Another Day Of Sun,https://open.spotify.com/intl-ja/track/7tBqAoOhF7rxWbIpT2yOn6?si=aa9756e2ef49440e,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,パーティーソング
忠地,サカナクション,怪獣,https://open.spotify.com/intl-ja/track/6FhWelfRDMFZRtFUU6SIdC?si=4c34f096baaa4d2c,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,鬱ソング
忠地,サカナクション,新宝島,https://open.spotify.com/intl-ja/track/4a48lWUd64bZgHUDx0GZlj?si=bddc3a04f9e5455c,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,恋愛ソング
忠地,サカナクション,忘れらないの,https://open.spotify.com/intl-ja/track/7a3LbQFgp7NCuNcGlTgSsN?si=d4dd69261eaa410a,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,失恋ソング
忠地,Qumu,,https://open.spotify.com/intl-ja/track/3GPVWPA7FGwt9Zg7QVDKGl?si=a10e80e187324344,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,その他
忠地,Nestalgica,,https://open.spotify.com/intl-ja/track/4BFpOxjL9bacjFvmFdT07X?si=98c53f941ca8476a,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,その他
忠地,Kunning Fox,,https://open.spotify.com/intl-ja/track/2Hj7yh0vmeWLf7OvIP5HG6?si=e41f4ff4a0994aef,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,その他
忠地,ano,ちゅ、多様性。,https://open.spotify.com/intl-ja/track/2FN7qaJcXH3HQfGeeBinbZ?si=d776c84f616a4753,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,恋愛ソング
忠地,ano,許婚っきゅん,https://open.spotify.com/intl-ja/track/5gpzm4uO2pX8FBGbpF5BmB?si=d6c43187dc6840f8,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,恋愛ソング
忠地,ano,絶絶絶絶対聖域,https://open.spotify.com/intl-ja/track/4OuvKDUkdSICPKJFApZXBP?si=97f7d48fb2824a91,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,メッセージソング
